actual,Positive,,,,,,,,,
actuality,,,,,,,,,,
actuary,,,,,,,,,,
acuity,Positive,,,,,,,,,
acumen,Positive,,,,,,,,,
acupuncture,,,,,,,,,,
acutely,,,,,,,,,,
adage,,,,,,,,,,
adamant,,,,,,,,,,
adapt,Positive,,,,,,,,,
adaptable,Positive,,,,,,,,,
add,,,,,,,,,,
added,,,,,,,,,,
addendum,,,,,,,,,,
adder,,Negative,Anger,,Disgust,Fear,,Sadness,,
addiction,,Negative,,,,,,,,
addition,,,,,,,,,,
additional,,,,,,,,,,
additive,,,,,,,,,,
address,,,,,,,,,,
addressee,,,,,,,,,,
addresses,Positive,,,Anticipation,,,,,,
adept,Positive,,,,,,,,,
adequacy,Positive,,,,,,,,,
adequate,,,,,,,,,,
adhere,,,,,,,,,,
adherence,,,,,,,,,,
adherent,,,,,,,,,,
adhering,,,,,,,,,,Trust
adhesion,,,,,,,,,,
adhesive,,,,,,,,,,
adieu,,,,,,,,,,
adipose,,Negative,,,,,,,,
adjacency,,,,,,,,,,
adjacent,,,,,,,,,,
adjective,,,,,,,,,,
adjoining,,,,,,,,,,
adjourn,,,,,,,,,,
adjournment,,,,,,,,,,
adjudicate,,Negative,,,,Fear,,,,
adjudication,,,,,,,,,,
adjunct,Positive,,,,,,,,,
adjust,,,,,,,,,,
adjustment,,,,,,,,,,
adjuvant,,,,,,,,,,
administer,,,,,,,,,,
administration,,,,,,,,,,
administrative,,,,,,,,,,Trust
admirable,Positive,,,,,,Joy,,,Trust
admiral,Positive,,,,,,,,,Trust
admiralty,,,,,,,,,,
admiration,Positive,,,,,,Joy,,,Trust
admire,Positive,,,,,,,,,Trust
admirer,Positive,,,,,,,,,
admissibility,,,,,,,,,,
admissible,Positive,,,,,,,,,Trust
admission,,,,,,,,,,
admit,,,,,,,,,,
admittance,,,,,,,,,,
admitted,,,,,,,,,,
admitting,,,,,,,,,,
admixture,,,,,,,,,,
admonition,,Negative,,,,Fear,,,,
ado,,,,,,,,,,
adobe,,,,,,,,,,
adolescence,,,,,,,,,,
adolescent,,,,,,,,,,
adopt,,,,,,,,,,
adoption,,,,,,,,,,
adorable,Positive,,,,,,Joy,,,
adoration,Positive,,,,,,Joy,,,Trust
adore,Positive,,,Anticipation,,,Joy,,,Trust
adorn,,,,,,,,,,
adornment,,,,,,,,,,
adrift,,Negative,,Anticipation,,Fear,,Sadness,,
adult,,,,,,,,,,
adulterated,,Negative,,,,,,,,
adultery,,Negative,,,Disgust,,,Sadness,,
advance,Positive,,,Anticipation,,Fear,Joy,,Surprise,
advanced,Positive,,,,,,,,,
advancement,Positive,,,,,,,,,
advancing,,,,,,,,,,
advantage,Positive,,,,,,,,,
advantageous,Positive,,,,,,,,,
advent,Positive,,,Anticipation,,,Joy,,,Trust
adventure,Positive,,,Anticipation,,,,,,
adventurer,,,,,,,,,,
adventurous,Positive,,,,,,,,,
adversary,,Negative,Anger,,,,,,,
adverse,,Negative,Anger,,Disgust,Fear,,Sadness,,
adversity,,Negative,Anger,,,Fear,,Sadness,,
advertise,,,,,,,,,,
advertisement,,,,,,,,,,
advice,,,,,,,,,,Trust
advisable,Positive,,,,,,,,,Trust
advise,Positive,,,,,,,,,Trust
advised,,,,,,,,,,Trust
advisement,,,,,,,,,,
adviser,Positive,,,,,,,,,Trust
advocacy,Positive,,Anger,Anticipation,,,Joy,,,Trust
advocate,,,,,,,,,,Trust
aegis,,,,,,,,,,
aeration,,,,,,,,,,
aerial,,,,,,,,,,
aerodrome,,,,,,,,,,
aerodynamics,,,,,,,,,,
aeronautics,,,,,,,,,,
aeroplane,,,,,,,,,,
aesthetic,Positive,,,,,,,,,
aesthetics,Positive,,,,,,Joy,,,
aetiology,,,,,,,,,,
afar,,,,,,,,,,
affable,Positive,,,,,,,,,
affair,,,,,,,,,,
affecting,,,,,,,,,,
affection,Positive,,,,,,Joy,,,Trust
affections,,,,,,,,,,
affiche,,,,,,,,,,
affidavit,,,,,,,,,,
affiliated,Positive,,,,,,,,,
affiliation,,,,,,,,,,
affinity,,,,,,,,,,
affirm,Positive,,,,,,,,,Trust
affirmation,Positive,,,,,,,,,
affirmative,Positive,,,,,,,,,
affirmatively,Positive,,,,,,,,,Trust
affix,,,,,,,,,,
afflict,,Negative,,,,Fear,,Sadness,,
afflicted,,Negative,,,,,,,,
affliction,,Negative,,,Disgust,Fear,,Sadness,,
affluence,Positive,,,,,,Joy,,,
affluent,Positive,,,,,,,,,
afford,Positive,,,,,,,,,
affront,,Negative,Anger,,Disgust,Fear,,Sadness,Surprise,
afield,,,,,,,,,,
afore,,,,,,,,,,
aforementioned,,,,,,,,,,
aforesaid,,,,,,,,,,
afraid,,Negative,,,,Fear,,,,
afresh,,,,,,,,,,
aft,,,,,,,,,,
aftermath,,Negative,Anger,,Disgust,Fear,,Sadness,,
afternoon,,,,,,,,,,
aftertaste,,Negative,,,,,,,,
afterthought,,,,,,,,,,
aga,Positive,,,,,Fear,,,,Trust
agate,,,,,,,,,,
age,,,,,,,,,,
aged,,,,,,,,,,
agency,,,,,,,,,,
agent,,,,,,,,,,
agglomeration,,,,,,,,,,
aggravated,,Negative,Anger,,,,,,,
aggravating,,Negative,Anger,,,,,Sadness,,
aggravation,,Negative,Anger,,Disgust,,,,,
aggregate,,,,,,,,,,
aggregation,,,,,,,,,,
aggression,,Negative,Anger,,,Fear,,,,
aggressive,,Negative,Anger,,,Fear,,,,
aggressor,,Negative,Anger,,,Fear,,,,
aghast,,Negative,,,Disgust,Fear,,,Surprise,
agile,Positive,,,,,,,,,
agility,Positive,,,,,,,,,
agitated,,Negative,Anger,,,,,,,
agitation,,Negative,Anger,,,,,,,
agnostic,,,,,,,,,,
ago,,,,,,,,,,
agonizing,,Negative,,,,Fear,,,,
agony,,Negative,Anger,,,Fear,,Sadness,,
agree,Positive,,,,,,,,,
agreeable,Positive,,,,,,,,,Trust
agreed,Positive,,,,,,,,,Trust
agreeing,Positive,,,,,,,,,Trust
agreement,Positive,,,,,,,,,Trust
agricultural,,,,,,,,,,
agriculture,Positive,,,,,,,,,
aground,,Negative,,,,,,,,
agua,,,,,,,,,,
ahead,Positive,,,,,,,,,
aid,Positive,,,,,,,,,
aiding,Positive,,,,,,,,,
ail,,Negative,,,,,,Sadness,,
ailing,,Negative,,,,Fear,,Sadness,,
ailment,,,,,,,,,,
aim,,,,,,,,,,
aimless,,Negative,,,,,,,,
air,,,,,,,,,,
airbag,,,,,,,,,,
airlift,,,,,,,,,,
airline,,,,,,,,,,
airman,,,,,,,,,,
airplane,,,,,,,,,,
airport,,,,Anticipation,,,,,,
airs,,Negative,,,Disgust,,,,,
airship,,,,,,,,,,
aisle,,,,,,,,,,
ait,,,,,,,,,,
ajar,,,,,,,,,,
akin,,,,,,,,,,Trust
alabaster,Positive,,,,,,,,,
alarm,,Negative,,,,Fear,,,Surprise,
alarming,,Negative,,,,Fear,,,Surprise,
alb,,,,,,,,,,Trust
album,,,,,,,,,,
alchemy,,,,,,,,,,
alcohol,,,,,,,,,,
alcoholism,,Negative,Anger,,Disgust,Fear,,Sadness,,
alcove,,,,,,,,,,
alert,,,,,,,,,,
alertness,Positive,,,Anticipation,,Fear,,,Surprise,
alerts,,,,Anticipation,,Fear,,,Surprise,
alfalfa,,,,,,,,,,
algebra,,,,,,,,,,
algebraic,,,,,,,,,,
algorithm,,,,,,,,,,
alibi,,,,,,,,,,
alien,,Negative,,,Disgust,Fear,,,,
alienate,,Negative,Anger,,Disgust,,,,,
alienated,,Negative,,,,,,Sadness,,
alienation,,Negative,Anger,,Disgust,Fear,,Sadness,,
alight,,,,,,,,,,
aligned,,,,,,,,,,
alignment,,,,,,,,,,
alike,,,,,,,,,,
alimentation,Positive,,,,,,,,,
alimony,,Negative,,,,,,,,
aliquot,,,,,,,,,,
alive,Positive,,,Anticipation,,,Joy,,,Trust
alkali,,,,,,,,,,
alkaloids,,,,,,,,,,
allay,Positive,,,,,,,,,
allegation,,Negative,Anger,,,,,,,
allege,,Negative,,,,,,,,
alleged,,,,,,,,,,
allegiance,Positive,,,,,,,,,Trust
allegorical,,,,,,,,,,
allegory,,,,,,,,,,
allegro,Positive,,,,,,,,,
alleviate,Positive,,,,,,,,,
alleviation,Positive,,,,,,,,,
alley,,,,,,,,,,
alliance,,,,,,,,,,Trust
allied,Positive,,,,,,,,,Trust
alligator,,,,,,,,,,
allocate,,,,,,,,,,
allocation,,,,,,,,,,
allot,,,,,,,,,,
allotment,,,,,,,,,,
allowable,Positive,,,,,,,,,
allowance,,,,,,,,,,
allowed,,,,,,,,,,
alloy,,,,,,,,,,
allure,Positive,,,Anticipation,,,Joy,,Surprise,
alluring,Positive,,,,,,,,,
allusion,,,,,,,,,,
alluvial,,,,,,,,,,
ally,Positive,,,,,,,,,Trust
almanac,,,,,,,,,,
almighty,Positive,,,,,,,,,
aloft,,,,,,,,,,
aloha,Positive,,,Anticipation,,,Joy,,,
alongside,,,,,,,,,,
aloof,,Negative,,,,,,,,
aloud,,,,,,,,,,
alphabet,,,,,,,,,,
alphabetical,,,,,,,,,,
altar,,,,,,,,,,
alter,,,,,,,,,,
alteration,,,,,,,,,,
altercation,,Negative,Anger,,,,,,,
altered,,,,,,,,,,
alternate,,,,,,,,,,
alternative,,,,,,,,,,
altitude,,,,,,,,,,
alto,,,,,,,,,,
altogether,,,,,,,,,,
alumnus,,,,,,,,,,
alveolar,,,,,,,,,,
amalgam,,,,,,,,,,
amalgamation,,,,,,,,,,
amass,,,,,,,,,,
amateur,,,,,,,,,,
amaze,,,,,,,,,Surprise,
amazement,,,,,,,,,,
amazingly,Positive,,,,,,Joy,,Surprise,
ambassador,Positive,,,,,,,,,Trust
amber,,,,,,,,,,
ambient,,,,,,,,,,
ambiguity,,,,,,,,,,
ambiguous,,Negative,,,,,,,,
ambit,,,,,,,,,,
ambition,Positive,,,Anticipation,,,Joy,,,Trust
ambitious,,,,,,,,,,
ambulance,,,,,,Fear,,,,Trust
ambush,,Negative,Anger,,,Fear,,,Surprise,
ameliorate,Positive,,,,,,,,,
amen,Positive,,,,,,Joy,,,Trust
amenable,Positive,,,,,,,,,
amend,Positive,,,,,,,,,
amendment,,,,,,,,,,
amends,Positive,,,,,,,,,
amenity,Positive,,,,,,,,,
amethyst,,,,,,,,,,
amiable,Positive,,,,,,,,,
amicable,Positive,,,,,,Joy,,,
amid,,,,,,,,,,
amidst,,,,,,,,,,
ammonia,,,,,Disgust,,,,,
ammunition,,,,,,,,,,
amnesia,,Negative,,,,,,,,
amnesty,Positive,,,,,,Joy,,,
amorphous,,,,,,,,,,
amortization,,,,,,,,,,Trust
amount,,,,,,,,,,
amour,Positive,,,Anticipation,,,Joy,,,Trust
ampersand,,,,,,,,,,
amphetamines,,Negative,,,Disgust,,,,,
amphibian,,,,,,,,,,
amphibious,,,,,,,,,,
amphitheater,,,,,,,,,,
amplification,,,,,,,,,,
amplify,,,,,,,,,,
amplitude,,,,,,,,,,
amply,,,,,,,,,,
amputation,,,,,,,,,,
amulet,,,,,,,,,,
amuse,Positive,,,,,,Joy,,,
amused,Positive,,,,,,Joy,,,
amusement,Positive,,,,,,Joy,,,
amusing,Positive,,,,,,Joy,,,
ana,,,,,,,,,,
anaconda,,Negative,,,Disgust,Fear,,,,
anaesthesia,,,,,,,,,,
anaesthetic,,,,,,,,,,
anal,,Negative,,,,,,,,
analgesic,,,,,,,,,,
analogous,,,,,,,,,,
analogue,,,,,,,,,,
analogy,,,,,,,,,,
analysis,,,,,,,,,,
analyst,Positive,,,Anticipation,,,,,,Trust
analytic,,,,,,,,,,
analyze,,,,,,,,,,
analyzer,,,,,,,,,,
anarchism,,Negative,Anger,,,Fear,,,,
anarchist,,Negative,Anger,,,Fear,,,,
anarchy,,Negative,Anger,,,Fear,,,,
anastomosis,,,,,,,,,,
anathema,,Negative,Anger,,Disgust,Fear,,Sadness,,
anatomic,,,,,,,,,,
anatomy,,,,,,,,,,
ancestor,,,,,,,,,,
ancestral,,,,,,,,,,Trust
ancestry,,,,,,,,,,
anchor,Positive,,,,,,,,,
anchorage,Positive,,,,,,,Sadness,,
ancient,,Negative,,,,,,,,
ancillary,,,,,,,,,,
androgen,,,,,,,,,,
anemone,,,,,,,,,,
anew,,,,,,,,,,
angel,Positive,,,Anticipation,,,Joy,,Surprise,Trust
angelic,Positive,,,,,,Joy,,,Trust
anger,,Negative,Anger,,,,,,,
angina,,Negative,,,,Fear,,,,
angiography,,,,,,,,,,
angle,,,,,,,,,,
angling,,Negative,,Anticipation,,,,,,
angry,,Negative,Anger,,Disgust,,,,,
anguish,,Negative,Anger,,,Fear,,Sadness,,
angular,,,,,,,,,,
anhydrous,,,,,,,,,,
animal,,,,,,,,,,
animate,Positive,,,,,,,,,
animated,Positive,,,,,,Joy,,,
animation,,,,,,,,,,
animosity,,Negative,Anger,,Disgust,Fear,,Sadness,,
animus,,Negative,Anger,,,,,,,
ankle,,,,,,,,,,
annals,,,,,,,,,,
annex,,,,,,,,,,
annexation,,,,,,,,,,
annexe,,,,,,,,,,
annihilate,,Negative,Anger,,,Fear,,,,
annihilated,,Negative,Anger,,,Fear,,Sadness,,
annihilation,,Negative,Anger,,,Fear,,Sadness,,
annotate,,,,,,,,,,
annotation,,,,,,,,,,
announce,,,,,,,,,,
announcement,,,,Anticipation,,,,,,
annoy,,Negative,Anger,,Disgust,,,,,
annoyance,,Negative,Anger,,Disgust,,,,,
annoying,,Negative,Anger,,,,,,,
annuity,,,,,,,,,,
annul,,Negative,,,,,,,,
annular,,,,,,,,,,
annulment,,Negative,,,,,,Sadness,,
annulus,,,,,,,,,,
anointing,,,,,,,,,,
anomalous,,,,,,,,,,
anomaly,,Negative,,,,Fear,,,Surprise,
anon,,,,,,,,,,
anonymous,,Negative,,,,,,,,
answer,,,,,,,,,,
answerable,,,,,,,,,,Trust
answering,,,,,,,,,,
ant,,,,,,,,,,
antagonism,,Negative,Anger,,,,,,,
antagonist,,Negative,Anger,,,,,,,
antagonistic,,Negative,Anger,,Disgust,,,,,
ante,,,,,,,,,,
antecedent,,,,,,,,,,
antelope,,,,,,,,,,
antenna,,,,,,,,,,
anterior,,,,,,,,,,
anthem,,,,,,,,,,
anthology,,,,,,,,,,
anthrax,,Negative,,,Disgust,Fear,,Sadness,,
anthropology,,,,,,,,,,
antibiotic,,,,,,,,,,
antibiotics,Positive,,,,,,,,,
antichrist,,Negative,Anger,,Disgust,Fear,,,,
anticipation,,,,Anticipation,,,,,,
anticipatory,,,,Anticipation,,,,,,
antidote,Positive,,,Anticipation,,,,,,Trust
antifungal,Positive,,,,,,,,,Trust
antimony,,,,,,,,,,
antipathy,,Negative,Anger,,Disgust,,,,,
antiquarian,,,,,,,,,,
antiquated,,Negative,,,,,,,,
antique,Positive,,,,,,,,,
antiquity,,,,,,,,,,
antiseptic,Positive,,,,,,,,,Trust
antisocial,,Negative,Anger,,Disgust,Fear,,Sadness,,
antithesis,,Negative,Anger,,,,,,,
antithetical,,,,,,,,,,
antiviral,,,,,,,,,,
antler,,,,,,,,,,
anvil,,,,,,,,,,
anxiety,,Negative,Anger,Anticipation,,Fear,,Sadness,,
anxious,,Negative,,Anticipation,,Fear,,,,
aorta,,,,,,,,,,
apace,,,,,,,,,,
apache,,Negative,,,,Fear,,,,
apartment,,,,,,,,,,
apathetic,,Negative,,,,,,Sadness,,
apathy,,Negative,,,,,,Sadness,,
ape,,,,,,,,,,
aperture,,,,,,,,,,
apex,,,,,,,,,,
aphid,,Negative,,,Disgust,,,,,
apiece,,,,,,,,,,
aplomb,Positive,,,,,,,,,
apocalyptic,,,,,,,,,,
apologetic,Positive,,,,,,,,,Trust
apologist,,,,,,,,,,
apologize,Positive,,,,,,,Sadness,,Trust
apology,Positive,,,,,,,,,
apostasy,,,,,,,,,,
apostate,,,,,,,,,,
apostle,Positive,,,,,,,,,Trust
apostolic,,,,,,,,,,Trust
apostrophe,,,,,,,,,,
appalling,,Negative,,,Disgust,Fear,,,,
apparatus,,,,,,,,,,
apparel,,,,,,,,,,
apparently,,,,,,,,,,
apparition,,,,,,Fear,,,Surprise,
appeal,,,,Anticipation,,,,,,
appearance,,,,,,,,,,
appease,,,,,,,,,,
appellant,,,,,,,,,,
append,,,,,,,,,,
appendage,,,,,,,,,,
appendicitis,,Negative,,,,Fear,,Sadness,,
appendix,,,,,,,,,,
appetite,,,,,,,,,,
appetizer,,,,,,,,,,
applause,Positive,,,,,,Joy,,Surprise,Trust
apple,,,,,,,,,,
appliance,,,,,,,,,,
appliances,,,,,,,,,,
applicability,,,,,,,,,,
applicable,,,,,,,,,,
applicant,,,,Anticipation,,,,,,
application,,,,,,,,,,
apply,,,,,,,,,,
appoint,,,,,,,,,,
appointment,,,,,,,,,,
appointments,,,,,,,,,,
apportion,,,,,,,,,,
apportionment,,,,,,,,,,
appraise,,,,,,,,,,
appreciable,,,,,,,,,,
appreciation,Positive,,,,,,Joy,,,Trust
apprehend,,,,,,Fear,,,,
apprehension,,Negative,,,,Fear,,,,
apprehensive,,Negative,,Anticipation,,Fear,,,,
apprentice,,,,,,,,,,Trust
apprenticeship,,,,,,,,,,
approach,,,,,,,,,,
approaching,,,,Anticipation,,,,,,
approbation,Positive,,,,,,,,,Trust
appropriation,,Negative,,,,,,,,
approval,Positive,,,,,,,,,
approve,Positive,,,,,,Joy,,,Trust
approving,Positive,,,,,,,,,
approximate,,,,,,,,,,
approximately,,,,,,,,,,
approximating,,,,,,,,,,
approximation,,,,,,,,,,
appurtenances,,,,,,,,,,
apron,,,,,,,,,,
apt,Positive,,,,,,,,,
aptitude,Positive,,,,,,,,,
aqua,,,,,,,,,,
aquamarine,,,,,,,,,,
aquarium,,,,,,,,,,
aquatic,,,,,,,,,,
aqueduct,,,,,,,,,,
aqueous,,,,,,,,,,
arable,,,,,,,,,,
arbiter,,,,,,,,,,Trust
arbitrate,,,,,,,,,,
arbitration,,,,Anticipation,,,,,,
arbitrator,,,,,,,,,,Trust
arbor,,,,,,,,,,
arc,,,,,,,,,,
arcade,,,,,,,,,,
arch,,,,,,,,,,
archaeological,,,,,,,,,,
archaeologist,,,,,,,,,,
archaeology,Positive,,,Anticipation,,,,,,
archaic,,Negative,,,,,,,,
archbishop,,,,,,,,,,
arched,,,,,,,,,,
archer,,,,,,,,,,
archery,,,,,,,,,,
archetype,,,,,,,,,,
archipelago,,,,,,,,,,
architect,,,,,,,,,,
architecture,,,,,,,,,,Trust
archive,,,,,,,,,,
arctic,,,,,,,,,,
ardent,Positive,,,Anticipation,,,Joy,,,
ardor,Positive,,,,,,,,,
arduous,,Negative,,,,,,,,
area,,,,,,,,,,
arena,,,,,,,,,,
areola,,,,,,,,,,
argent,,,,,,,,,,
argue,,Negative,Anger,,,,,,,
argument,,Negative,Anger,,,,,,,
argumentation,,,Anger,,,,,,,
argumentative,,Negative,,,,,,,,
arguments,,,Anger,,,,,,,
arid,,Negative,,,,,,Sadness,,
aristocracy,Positive,,,,,,,,,
aristocrat,,,,,,,,,,
aristocratic,Positive,,,,,,,,,
arithmetic,,,,,,,,,,
ark,,,,,,,,,,
arm,,,,,,,,,,
armada,,,,,,,,,,
armament,,,Anger,,,Fear,,,,
armaments,,Negative,,,,Fear,,,,
armature,,,,,,,,,,
armed,Positive,Negative,Anger,,,Fear,,,,
armor,Positive,,,,,Fear,,,,Trust
armored,,,,,,Fear,,,,
armory,,,,,,,,,,Trust
arms,,,,,,,,,,
army,,,,,,,,,,
aroma,Positive,,,,,,,,,
arousal,,,,,,,,,,
arouse,Positive,,,Anticipation,,,,,,
arraignment,,Negative,Anger,,,Fear,,Sadness,,
arrange,,,,,,,,,,
arranged,,,,,,,,,,
arrangement,,,,,,,,,,
array,Positive,,,,,,,,,
arrears,,Negative,,,,,,,,
arrest,,Negative,,,,,,,,
arrival,,,,Anticipation,,,,,,
arrive,,,,Anticipation,,,,,,
arrogance,,Negative,,,,,,,,
arrogant,,Negative,Anger,,Disgust,,,,,
arrow,,,,,,,,,,
arsenal,,,,,,,,,,
arsenic,,Negative,,,Disgust,Fear,,Sadness,,
arson,,Negative,Anger,,,Fear,,,,
art,Positive,,,Anticipation,,,Joy,Sadness,Surprise,
artery,,,,,,,,,,
artful,,,,,,,,,,
arthropod,,,,,,,,,,
artichoke,,,,,,,,,,
article,,,,,,,,,,
articles,,,,,,,,,,
articulate,Positive,,,,,,,,,
articulation,Positive,,,,,,,,,
artifice,,,,,,,,,,
artillery,,Negative,,,,Fear,,,,
artisan,Positive,,,,,,,,,
artist,,,,,,,,,,
artiste,Positive,,,,,,,,,
artistic,Positive,,,,,,,,,
artists,,,,,,,,,,
ascend,,,,,,,,,,
ascendancy,Positive,,,,,,,,,
ascension,,,,,,,,,,
ascent,Positive,,,,,,,,,
ascertain,,,,,,,,,,
ascertained,,,,,,,,,,
ascetic,,,,,,,,,,
ash,,Negative,,,,,,,,
ashamed,,Negative,,,Disgust,,,Sadness,,
ashes,,Negative,,,,,,Sadness,,
asleep,,,,,,,,,,
asp,,,,,,Fear,,,,
aspartame,,,,,,,,,,
aspect,,,,,,,,,,
aspects,,,,,,,,,,
asphalt,,,,,,,,,,
aspiration,Positive,,,Anticipation,,,Joy,,Surprise,Trust
aspire,Positive,,,Anticipation,,,Joy,,,
aspiring,Positive,,,Anticipation,,,Joy,,,Trust
ass,,Negative,,,,,,,,
assail,,Negative,Anger,,,Fear,,,Surprise,
assailant,,Negative,Anger,,,Fear,,Sadness,,
assassin,,Negative,Anger,,,Fear,,Sadness,,
assassinate,,Negative,Anger,,,Fear,,,,
assassination,,Negative,Anger,,,Fear,,Sadness,,
assault,,Negative,Anger,,,Fear,,,,
assay,,,,,,,,,,
assemblage,,,,,,,,,,
assemble,,,,,,,,,,
assembled,,,,,,,,,,
assembly,Positive,,,,,,,,,Trust
assent,Positive,,,,,,,,,
assert,,,,,,,,,,
asserting,Positive,,,,,,,,,Trust
assertion,,,,,,,,,,
assess,,,,,,,,,,
assessment,,,,,,,,,Surprise,Trust
assessor,,,,,,,,,,Trust
assets,Positive,,,,,,,,,
asshole,,Negative,Anger,,Disgust,,,,,
assign,,,,,,,,,,
assignee,,,,,,,,,,Trust
assignment,,,,,,,,,,
assimilate,,,,,,,,,,
assimilation,,,,,,,,,,
