,,,affiliated,,,,Positive,,,
,,,attached,,,,Positive,,,
,,,affiliation,,,,,,,
,,,tie-up,,,,,,,
,,,affinity,,,,,,,
,,,chemical attraction,,,,,,,
,,,affirm,,,,Positive,,,Trust
,,,substantiate,,,,Positive,,,Trust
,,,affirmation,,,,Positive,,,
,,,assertion,,,,Positive,,,
,,,affirmative,,,,Positive,,,
,,,affirmatively,,,,Positive,,,Trust
,,,affix,,,,,,,
,,,supplement,,,,,,,
,,,afflict,Fear,,Negative,,Sadness,,
,,,smite,Fear,,Negative,,Sadness,,
,,,afflicted,,,Negative,,,,
,,Disgust,affliction,Fear,,Negative,,Sadness,,
,,,affluence,,Joy,,Positive,,,
,,,affluent,,,,Positive,,,
,,,wealthy,,,,Positive,,,
,,,afford,,,,Positive,,,
,,,open,,,,Positive,,,
Anger,,Disgust,affront,Fear,,Negative,,Sadness,Surprise,
,,,aforementioned,,,,,,,
,,,aforesaid,,,,,,,
,,,afraid,Fear,,Negative,,,,
,,,afresh,,,,,,,
,,,aft,,,,,,,
,,,abaft,,,,,,,
Anger,,Disgust,aftermath,Fear,,Negative,,Sadness,,
Anger,,Disgust,consequence,Fear,,Negative,,Sadness,,
,,,afternoon,,,,,,,
,,,good afternoon,,,,,,,
,,,aftertaste,,,Negative,,,,
,,,afterthought,,,,,,,
,,,rethink,,,,,,,
,,,aga,Fear,,,Positive,,,Trust
,,,Agha,Fear,,,Positive,,,Trust
,,,agate,,,,,,,
,,,age,,,,,,,
,,,maturate,,,,,,,
,,,aged,,,,,,,
,,,agency,,,,,,,
,,,government agency,,,,,,,
,,,agent,,,,,,,
,,,agglomeration,,,,,,,
Anger,,,aggravated,,,Negative,,,,
Anger,,,worsen,,,Negative,,,,
Anger,,,aggravating,,,Negative,,Sadness,,
Anger,,Disgust,aggravation,,,Negative,,,,
Anger,,Disgust,irritation,,,Negative,,,,
,,,aggregate,,,,,,,
,,,combine,,,,,,,
,,,aggregation,,,,,,,
Anger,,,aggression,Fear,,Negative,,,,
Anger,,,hostility,Fear,,Negative,,,,
Anger,,,aggressive,Fear,,Negative,,,,
Anger,,,strong-growing,Fear,,Negative,,,,
Anger,,,aggressor,Fear,,Negative,,,,
Anger,,,attacker,Fear,,Negative,,,,
,,Disgust,aghast,Fear,,Negative,,,Surprise,
,,,agile,,,,Positive,,,
,,,spry,,,,Positive,,,
,,,agility,,,,Positive,,,
Anger,,,agitated,,,Negative,,,,
Anger,,,stir up,,,Negative,,,,
Anger,,,agitation,,,Negative,,,,
Anger,,,hullabaloo,,,Negative,,,,
,,,agnostic,,,,,,,
,,,doubter,,,,,,,
,,,ago,,,,,,,
,,,agone,,,,,,,
,,,agonizing,Fear,,Negative,,,,
,,,harrowing,Fear,,Negative,,,,
Anger,,,agony,Fear,,Negative,,Sadness,,
Anger,,,torment,Fear,,Negative,,Sadness,,
,,,agree,,,,Positive,,,
,,,check,,,,Positive,,,
,,,agreeable,,,,Positive,,,Trust
,,,accordant,,,,Positive,,,Trust
,,,agreed,,,,Positive,,,Trust
,,,agreeing,,,,Positive,,,Trust
,,,agreement,,,,Positive,,,Trust
,,,understanding,,,,Positive,,,Trust
,,,agricultural,,,,,,,
,,,agriculture,,,,Positive,,,
,,,Agriculture Department,,,,Positive,,,
,,,aground,,,Negative,,,,
,,,agua,,,,,,,
,,,Bufo marinus,,,,,,,
,,,ahead,,,,Positive,,,
,,,in front,,,,Positive,,,
,,,aid,,,,Positive,,,
,,,economic aid,,,,Positive,,,
,,,aiding,,,,Positive,,,
,,,assist,,,,Positive,,,
,,,ail,,,Negative,,Sadness,,
,,,garlic,,,Negative,,Sadness,,
,,,ailing,Fear,,Negative,,Sadness,,
,,,ailment,,,,,,,
,,,complaint,,,,,,,
,,,aim,,,,,,,
,,,intention,,,,,,,
,,,aimless,,,Negative,,,,
,,,air,,,,,,,
,,,bare,,,,,,,
,,,airlift,,,,,,,
,,,airline,,,,,,,
,,,airman,,,,,,,
,,,flyer,,,,,,,
,Anticipation,,airport,,,,,,,
,,Disgust,airs,,,Negative,,,,
,,,airship,,,,,,,
,,,aisle,,,,,,,
,,,gangway,,,,,,,
,,,ajar,,,,,,,
,,,akin,,,,,,,Trust
,,,consanguine,,,,,,,Trust
,,,alabaster,,,,Positive,,,
,,,Mexican onyx,,,,Positive,,,
,,,alarm,Fear,,Negative,,,Surprise,
,,,dismay,Fear,,Negative,,,Surprise,
,,,alarming,Fear,,Negative,,,Surprise,
,,,alb,,,,,,,Trust
,,,album,,,,,,,
,,,alchemy,,,,,,,
,,,alcohol,,,,,,,
,,,alcoholic beverage,,,,,,,
Anger,,Disgust,alcoholism,Fear,,Negative,,Sadness,,
,,,alcove,,,,,,,
,,,alert,,,,,,,
,Anticipation,,alertness,Fear,,,Positive,,Surprise,
,Anticipation,,alerts,Fear,,,,,Surprise,
,Anticipation,,alerting,Fear,,,,,Surprise,
,,,alfalfa,,,,,,,
,,,lucerne,,,,,,,
,,,algebra,,,,,,,
,,,algebraic,,,,,,,
,,,algebraical,,,,,,,
,,,algorithm,,,,,,,
,,,algorithmic rule,,,,,,,
,,,alibi,,,,,,,
,,,excuse,,,,,,,
,,Disgust,alien,Fear,,Negative,,,,
,,Disgust,extraterrestrial,Fear,,Negative,,,,
Anger,,Disgust,alienate,,,Negative,,,,
,,,alienated,,,Negative,,Sadness,,
,,,estranged,,,Negative,,Sadness,,
Anger,,Disgust,alienation,Fear,,Negative,,Sadness,,
,,,aligned,,,,,,,
,,,alignment,,,,,,,
,,,coalition,,,,,,,
,,,alike,,,,,,,
,,,similar,,,,,,,
,,,alimentation,,,,Positive,,,
,,,nutriment,,,,Positive,,,
,,,alimony,,,Negative,,,,
,,,maintenance,,,Negative,,,,
,,,aliquot,,,,,,,
,,,alkali,,,,,,,
,,,alkaloids,,,,,,,
,,,alkaloid,,,,,,,
,,,allay,,,,Positive,,,
Anger,,,allegation,,,Negative,,,,
,,,allege,,,Negative,,,,
,,,say,,,Negative,,,,
,,,alleged,,,,,,,
,,,so-called,,,,,,,
,,,allegiance,,,,Positive,,,Trust
,,,fealty,,,,Positive,,,Trust
,,,allegorical,,,,,,,
,,,allegoric,,,,,,,
,,,allegory,,,,,,,
,,,fable,,,,,,,
,,,allegro,,,,Positive,,,
,,,alleviate,,,,Positive,,,
,,,facilitate,,,,Positive,,,
,,,alleviation,,,,Positive,,,
,,,relief,,,,Positive,,,
,,,alley,,,,,,,
,,,bowling alley,,,,,,,
,,,alliance,,,,,,,Trust
,,,allied,,,,Positive,,,Trust
,,,confederative,,,,Positive,,,Trust
,,,alligator,,,,,,,
,,,allocate,,,,,,,
,,,apportion,,,,,,,
,,,allocation,,,,,,,
,,,apportionment,,,,,,,
,,,allot,,,,,,,
,,,allotment,,,,,,,
,,,allowable,,,,Positive,,,
,,,allowance,,,,,,,
,,,valuation reserve,,,,,,,
,,,allowed,,,,,,,
,,,provide,,,,,,,
,,,alloy,,,,,,,
,Anticipation,,allure,,Joy,,Positive,,Surprise,
,Anticipation,,tempt,,Joy,,Positive,,Surprise,
,,,alluring,,,,Positive,,,
,,,allusion,,,,,,,
,,,alluvial,,,,,,,
,,,ally,,,,Positive,,,Trust
,,,almanac,,,,,,,
,,,almighty,,,,Positive,,,
,,,Divine,,,,Positive,,,
,,,aloft,,,,,,,
,Anticipation,,aloha,,Joy,,Positive,,,
,Anticipation,,ciao,,Joy,,Positive,,,
,,,alongside,,,,,,,
,,,aloof,,,Negative,,,,
,,,upstage,,,Negative,,,,
,,,aloud,,,,,,,
,,,alphabet,,,,,,,
,,,rudiment,,,,,,,
,,,alphabetical,,,,,,,
,,,altar,,,,,,,
,,,alter,,,,,,,
,,,change,,,,,,,
,,,alteration,,,,,,,
Anger,,,altercation,,,Negative,,,,
,,,altered,,,,,,,
,,,alternate,,,,,,,
,,,jump,,,,,,,
,,,alternative,,,,,,,
,,,altitude,,,,,,,
,,,ALT,,,,,,,
,,,alto,,,,,,,
,,,contralto,,,,,,,
,,,altogether,,,,,,,
,,,in all,,,,,,,
,,,alumnus,,,,,,,
,,,grad,,,,,,,
,,,alveolar,,,,,,,
,,,alveolar consonant,,,,,,,
,,,amalgam,,,,,,,
,,,amalgamation,,,,,,,
,,,amass,,,,,,,
,,,amateur,,,,,,,
,,,recreational,,,,,,,
,,,amaze,,,,,,Surprise,
,,,dumbfound,,,,,,Surprise,
,,,amazement,,,,,,,
,,,amazingly,,Joy,,Positive,,Surprise,
,,,surprisingly,,Joy,,Positive,,Surprise,
,,,ambassador,,,,Positive,,,Trust
,,,amber,,,,,,,
,,,ambient,,,,,,,
,,,ambiguity,,,,,,,
,,,ambiguous,,,Negative,,,,
,,,ambit,,,,,,,
,,,compass,,,,,,,
,Anticipation,,ambition,,Joy,,Positive,,,Trust
,Anticipation,,dream,,Joy,,Positive,,,Trust
,,,ambitious,,,,,,,
,,,ambulance,Fear,,,,,,Trust
Anger,,,ambush,Fear,,Negative,,,Surprise,
Anger,,,scupper,Fear,,Negative,,,Surprise,
,,,ameliorate,,,,Positive,,,
,,,amend,,,,Positive,,,
,,,amen,,Joy,,Positive,,,Trust
,,,Amun,,Joy,,Positive,,,Trust
,,,amenable,,,,Positive,,,
,,,tractable,,,,Positive,,,
,,,repair,,,,Positive,,,
,,,amendment,,,,,,,
,,,amends,,,,Positive,,,
,,,amenity,,,,Positive,,,
,,,agreeableness,,,,Positive,,,
,,,amethyst,,,,,,,
,,,amiable,,,,Positive,,,
,,,amicable,,Joy,,Positive,,,
,,Disgust,ammonia,,,,,,,
,,Disgust,ammonium hydroxide,,,,,,,
,,,ammunition,,,,,,,
,,,ammo,,,,,,,
,,,amnesia,,,Negative,,,,
,,,memory loss,,,Negative,,,,
,,,amnesty,,Joy,,Positive,,,
,,,free pardon,,Joy,,Positive,,,
,,,amorphous,,,,,,,
,,,shapeless,,,,,,,
,,,amortization,,,,,,,Trust
,,,amount,,,,,,,
,,,sum,,,,,,,
,Anticipation,,amour,,Joy,,Positive,,,Trust
,,,ampersand,,,,,,,
,,Disgust,amphetamines,,,Negative,,,,
,,Disgust,upper,,,Negative,,,,
,,,amphibian,,,,,,,
,,,amphibious,,,,,,,
,,,amphitheater,,,,,,,
,,,coliseum,,,,,,,
,,,amplification,,,,,,,
,,,amplify,,,,,,,
,,,exaggerate,,,,,,,
,,,amplitude,,,,,,,
,,,bounty,,,,,,,
,,,amply,,,,,,,
,,,fully,,,,,,,
,,,amputation,,,,,,,
,,,amulet,,,,,,,
,,,amuse,,Joy,,Positive,,,
,,,disport,,Joy,,Positive,,,
,,,amused,,Joy,,Positive,,,
,,,divert,,Joy,,Positive,,,
,,,amusement,,Joy,,Positive,,,
,,,entertainment,,Joy,,Positive,,,
,,,amusing,,Joy,,Positive,,,
,,,ana,,,,,,,
,,,Ana,,,,,,,
,,Disgust,anaconda,Fear,,Negative,,,,
,,Disgust,Eunectes murinus,Fear,,Negative,,,,
,,,anaesthesia,,,,,,,
,,,anaesthetic,,,,,,,
,,,anesthetic agent,,,,,,,
,,,anal,,,Negative,,,,
,,,anal retentive,,,Negative,,,,
,,,analgesic,,,,,,,
,,,analgetic,,,,,,,
,,,analogous,,,,,,,
,,,analogue,,,,,,,
,,,analog,,,,,,,
,,,analogy,,,,,,,
,,,doctrine of analogy,,,,,,,
,,,analysis,,,,,,,
,,,analytic thinking,,,,,,,
,Anticipation,,analyst,,,,Positive,,,Trust
,,,analytic,,,,,,,
,,,analyze,,,,,,,
,,,break down,,,,,,,
,,,analyzer,,,,,,,
,,,analyser,,,,,,,
Anger,,,anarchism,Fear,,Negative,,,,
Anger,,,anarchist,Fear,,Negative,,,,
Anger,,,anarchy,Fear,,Negative,,,,
Anger,,,lawlessness,Fear,,Negative,,,,
,,,anastomosis,,,,,,,
,,,inosculation,,,,,,,
Anger,,Disgust,anathema,Fear,,Negative,,Sadness,,
,,,anatomic,,,,,,,
,,,anatomical,,,,,,,
,,,anatomy,,,,,,,
,,,chassis,,,,,,,
,,,ancestor,,,,,,,
,,,ascendant,,,,,,,
,,,ancestral,,,,,,,Trust
,,,patrimonial,,,,,,,Trust
,,,ancestry,,,,,,,
,,,blood line,,,,,,,
,,,anchor,,,,Positive,,,
,,,anchorage,,,,Positive,Sadness,,
,,,Anchorage,,,,Positive,Sadness,,
,,,ancient,,,Negative,,,,
,,,antediluvian,,,Negative,,,,
,,,androgen,,,,,,,
,,,anemone,,,,,,,
,,,sea anemone,,,,,,,
,,,anew,,,,,,,
,Anticipation,,angel,,Joy,,Positive,,Surprise,Trust
,Anticipation,,holy man,,Joy,,Positive,,Surprise,Trust
,,,angelic,,Joy,,Positive,,,Trust
,,,seraphic,,Joy,,Positive,,,Trust
Anger,,,anger,,,Negative,,,,
,,,angina,Fear,,Negative,,,,
,,,angina pectoris,Fear,,Negative,,,,
,,,angiography,,,,,,,
,,,angle,,,,,,,
,,,lean,,,,,,,
,Anticipation,,angling,,,Negative,,,,
Anger,,Disgust,angry,,,Negative,,,,
